,基隆,汐止,萬里,新店,土城,板橋,新莊,菜寮,林口,淡水,士林,中山,萬華,古亭,松山,桃園,大園,觀音,平鎮,龍潭,陽明,富貴角,豐原,沙鹿,大里,忠明,西屯,彰化,線西,二林,南投,竹山,埔里,湖口,竹東,新竹,頭份,苗栗,三義,斗六,崙背,新港,朴子,台西,嘉義,新營,善化,安南,台南,麥寮,美濃,橋頭,仁武,大寮,林園,楠梓,左營,前金,前鎮,小港,屏東,潮州,恆春,宜蘭,冬山,台東,花蓮,關山,金門,馬公,馬祖
2019-01-03-03,2.0,1,2.0,1.0,2.0,5.0,1,1.0,2.0,7,1.0,1.0,2.0,4.0,6.0,6.0,5,8,1,7.0,1.0,4,2.0,7,4,6.0,8,8,8.0,6.0,15.0,16.0,27,6.0,11.0,8.0,9.0,7.0,5.0,13.0,17.0,11.0,10.0,3,6.0,21,9,12.0,9.0,6,18.0,21,25.0,28.0,24.0,30,16,24.0,19,30,19,26.0,6.0,1.0,2.0,4.0,1,6.0,12,13.0,20.0
2019-01-03-04,4.0,2,4.0,1.0,1.0,3.0,1,1.0,2.0,7,4.0,6.0,6.0,4.0,6.0,1.0,4,8,14,2.0,2.0,7,1.0,5,1,2.0,6,1,8.0,13.0,13.0,13.0,26,7.0,8.0,8.0,9.0,10.0,1.0,11.0,17.0,14.0,9.0,4,15.0,17,11,18.0,17.0,5,21.0,25,25.0,26.0,24.0,26,19,21.0,23,27,17,25.0,6.0,1.0,2.0,8.0,1,4.0,13,10.0,23.0
2019-01-03-05,4.0,3,4.0,1.0,4.0,3.0,1,3.0,3.0,4,4.0,3.0,8.0,2.0,1.0,2.0,5,14,12,2.0,1.0,8,1.0,6,1,1.0,7,5,11.0,10.0,9.0,17.0,25,2.0,9.0,6.0,8.0,10.0,1.0,2.0,14.0,15.0,19.0,6,13.0,18,17,10.0,19.0,3,21.0,25,24.0,26.0,28.0,23,15,25.0,24,26,7,25.0,7.0,1.0,1.0,9.0,5,7.0,14,7.0,22.0
2019-01-03-06,4.0,1,3.0,1.0,6.0,5.0,1,3.0,2.0,3,5.0,7.0,8.0,4.0,4.0,1.0,4,10,18,1.0,2.0,7,5.0,3,1,1.0,5,1,11.0,13.0,12.0,24.0,26,6.0,2.0,5.0,8.0,9.0,3.0,1.0,14.0,13.0,14.0,10,22.0,25,16,19.0,22.0,9,25.0,26,17.0,28.0,22.0,24,19,25.0,20,26,11,25.0,7.0,5.0,1.0,6.0,1,6.0,13,4.0,18.0
2019-01-03-07,5.0,1,3.0,1.0,7.0,9.0,1,6.0,2.0,1,2.0,2.0,9.0,3.0,15.0,7.0,8,9,9,4.0,3.0,9,5.0,7,1,1.0,5,1,11.0,10.0,12.0,24.0,25,11.0,1.0,6.0,8.0,9.0,3.0,1.0,15.0,15.0,14.0,7,29.0,23,20,17.0,34.0,10,29.0,36,23.0,31.0,26.0,25,26,28.0,35,42,22,26.0,6.0,3.0,1.0,6.0,1,5.0,16,6.0,17.0
2019-01-03-08,4.0,4,5.0,5.0,7.0,9.0,1,8.0,3.0,2,2.0,1.0,6.0,4.0,12.0,4.0,6,11,11,4.0,3.0,7,4.0,10,3,1.0,7,1,12.0,10.0,10.0,27.0,21,8.0,6.0,7.0,4.0,10.0,3.0,14.0,14.0,14.0,10.0,6,41.0,20,30,25.0,27.0,4,37.0,42,28.0,40.0,40.0,33,32,36.0,48,38,36,34.0,6.0,1.0,2.0,8.0,1,7.0,18,9.0,17.0
2019-01-03-09,4.0,5,5.0,8.0,5.0,7.0,1,7.0,3.0,2,2.0,7.0,6.0,3.0,8.0,5.0,12,12,10,10.0,2.0,4,13.0,11,9,5.0,-999,7,9.0,13.0,10.0,32.0,22,7.0,12.0,8.0,4.0,11.0,7.0,19.0,20.0,17.0,14.0,8,37.0,28,33,19.0,27.0,6,32.0,47,39.0,44.0,55.0,35,39,42.0,46,51,-999,36.0,7.0,2.0,1.0,8.0,1,13.0,16,12.0,21.0
2019-01-03-10,2.0,6,6.0,5.0,7.0,5.0,-999,3.0,3.0,1,6.0,9.0,2.0,1.0,1.0,3.0,14,-999,5,4.0,2.0,4,14.0,12,-999,9.0,8,3,11.0,11.0,15.0,36.0,25,6.0,11.0,8.0,6.0,15.0,9.0,27.0,30.0,6.0,20.0,9,27.0,15,40,22.0,22.0,7,31.0,52,27.0,47.0,54.0,-999,-999,48.0,65,54,46,45.0,7.0,4.0,8.0,7.0,1,13.0,14,18.0,21.0
2019-01-03-11,4.0,4,7.0,2.0,7.0,6.0,6,3.0,3.0,3,6.0,12.0,4.0,2.0,1.0,9.0,13,11,3,4.0,1.0,-999,14.0,11,8,12.0,15,6,18.0,16.0,25.0,48.0,23,5.0,6.0,9.0,6.0,16.0,8.0,25.0,24.0,12.0,26.0,11,20.0,19,-999,21.0,23.0,-999,25.0,49,28.0,44.0,37.0,52,45,52.0,56,51,41,37.0,5.0,3.0,10.0,4.0,7,13.0,15,12.0,22.0
2019-01-03-12,1.0,1,7.0,2.0,6.0,9.0,5,5.0,3.0,2,1.0,6.0,6.0,5.0,4.0,9.0,11,11,1,1.0,1.0,-999,8.0,13,10,11.0,11,7,18.0,11.0,30.0,45.0,15,4.0,3.0,9.0,3.0,12.0,7.0,27.0,23.0,20.0,28.0,9,29.0,21,-999,30.0,30.0,21,32.0,38,51.0,35.0,57.0,50,-999,45.0,38,48,31,39.0,6.0,5.0,2.0,4.0,6,13.0,18,7.0,20.0
2019-01-03-13,2.0,-999,6.0,1.0,7.0,8.0,4,4.0,3.0,2,9.0,3.0,4.0,3.0,1.0,6.0,5,14,-999,3.0,1.0,6,7.0,-999,14,16.0,9,13,14.0,11.0,31.0,36.0,8,1.0,7.0,11.0,3.0,14.0,9.0,33.0,26.0,24.0,25.0,8,32.0,22,23,33.0,36.0,11,23.0,-999,44.0,36.0,54.0,-999,35,46.0,36,32,28,29.0,8.0,5.0,2.0,7.0,1,8.0,-999,12.0,19.0
2019-01-03-14,4.0,1,8.0,1.0,7.0,2.0,5,3.0,2.0,-999,9.0,7.0,6.0,4.0,1.0,2.0,-999,12,-999,3.0,1.0,6,7.0,13,9,12.0,5,17,15.0,12.0,33.0,34.0,-999,4.0,8.0,13.0,4.0,14.0,11.0,32.0,26.0,30.0,28.0,-999,30.0,-999,27,28.0,40.0,13,17.0,26,44.0,44.0,37.0,36,32,33.0,38,-999,28,31.0,11.0,5.0,4.0,10.0,1,4.0,-999,13.0,24.0
2019-01-03-15,4.0,1,7.0,2.0,7.0,2.0,5,1.0,3.0,-999,12.0,10.0,3.0,3.0,1.0,2.0,1,11,14,1.0,2.0,4,1.0,9,6,10.0,10,9,14.0,11.0,31.0,35.0,7,1.0,3.0,12.0,4.0,8.0,11.0,38.0,21.0,27.0,22.0,14,30.0,-999,33,30.0,41.0,11,17.0,25,35.0,44.0,29.0,17,34,34.0,36,30,36,26.0,7.0,4.0,4.0,9.0,-999,3.0,-999,11.0,28.0
2019-01-03-16,6.0,1,7.0,7.0,7.0,9.0,4,2.0,5.0,12,1.0,11.0,7.0,6.0,1.0,4.0,4,10,12,4.0,1.0,3,1.0,6,8,6.0,16,-999,11.0,16.0,26.0,40.0,9,7.0,1.0,7.0,5.0,4.0,10.0,35.0,20.0,31.0,19.0,12,31.0,-999,38,28.0,37.0,9,16.0,23,39.0,41.0,29.0,15,34,28.0,29,29,36,32.0,6.0,4.0,1.0,11.0,8,5.0,25,11.0,30.0
2019-01-03-17,4.0,1,9.0,6.0,6.0,10.0,5,2.0,4.0,8,9.0,13.0,7.0,4.0,3.0,2.0,11,13,5,10.0,2.0,9,11.0,7,8,8.0,14,6,10.0,13.0,22.0,40.0,12,13.0,3.0,9.0,4.0,10.0,10.0,28.0,23.0,20.0,11.0,9,36.0,26,30,37.0,35.0,11,13.0,28,40.0,37.0,23.0,28,28,23.0,-999,27,34,37.0,7.0,7.0,1.0,10.0,1,7.0,20,9.0,31.0
2019-01-03-18,5.0,1,9.0,3.0,8.0,7.0,4,3.0,3.0,5,10.0,4.0,5.0,4.0,7.0,3.0,11,13,1,10.0,2.0,7,10.0,6,18,8.0,11,12,8.0,17.0,18.0,41.0,13,7.0,4.0,13.0,3.0,14.0,11.0,22.0,19.0,20.0,6.0,8,24.0,11,28,35.0,26.0,9,25.0,41,47.0,37.0,22.0,36,28,22.0,-999,25,33,45.0,8.0,8.0,1.0,6.0,1,3.0,18,11.0,30.0
2019-01-03-19,4.0,1,4.0,1.0,9.0,9.0,3,5.0,2.0,3,10.0,1.0,4.0,4.0,5.0,2.0,13,11,1,2.0,1.0,4,22.0,6,10,11.0,9,9,10.0,13.0,16.0,38.0,14,7.0,9.0,7.0,7.0,11.0,14.0,14.0,14.0,16.0,6.0,6,24.0,13,21,28.0,26.0,6,30.0,38,48.0,39.0,16.0,43,32,27.0,32,29,33,51.0,12.0,3.0,1.0,5.0,1,3.0,20,10.0,29.0
2019-01-03-20,2.0,1,4.0,1.0,7.0,9.0,3,1.0,1.0,3,7.0,1.0,9.0,5.0,2.0,5.0,12,11,1,1.0,2.0,7,17.0,5,10,12.0,11,6,10.0,12.0,15.0,36.0,18,4.0,10.0,9.0,9.0,13.0,11.0,22.0,12.0,17.0,1.0,9,10.0,13,21,22.0,20.0,7,25.0,35,48.0,38.0,27.0,47,38,32.0,41,34,55,52.0,6.0,1.0,3.0,5.0,5,8.0,18,10.0,31.0
2019-01-03-21,4.0,1,8.0,1.0,3.0,5.0,2,1.0,2.0,5,9.0,4.0,16.0,4.0,2.0,4.0,17,13,2,1.0,1.0,6,17.0,4,8,16.0,12,5,10.0,12.0,15.0,35.0,18,4.0,10.0,12.0,9.0,15.0,5.0,25.0,13.0,10.0,2.0,9,10.0,18,8,16.0,18.0,5,25.0,29,39.0,36.0,24.0,30,32,33.0,34,43,64,52.0,7.0,1.0,2.0,5.0,10,10.0,17,16.0,31.0
2019-01-03-22,4.0,1,7.0,1.0,1.0,1.0,1,4.0,3.0,4,9.0,7.0,13.0,2.0,1.0,5.0,8,12,2,1.0,2.0,6,12.0,5,7,11.0,9,5,11.0,11.0,15.0,35.0,16,6.0,10.0,8.0,11.0,15.0,10.0,25.0,14.0,9.0,4.0,6,14.0,13,13,12.0,17.0,6,25.0,26,32.0,40.0,43.0,25,30,26.0,38,36,65,46.0,6.0,1.0,1.0,5.0,6,10.0,18,11.0,31.0
2019-01-03-23,4.0,1,7.0,1.0,4.0,1.0,1,4.0,2.0,4,4.0,4.0,15.0,3.0,6.0,1.0,5,14,1,1.0,2.0,11,14.0,10,7,12.0,16,11,8.0,8.0,23.0,38.0,12,5.0,7.0,3.0,10.0,15.0,19.0,24.0,13.0,9.0,8.0,8,6.0,6,10,10.0,16.0,7,23.0,32,26.0,43.0,45.0,22,20,31.0,35,41,46,37.0,5.0,3.0,1.0,3.0,1,9.0,14,12.0,28.0
2019-01-04-00,2,1.0,7,3.0,6.0,8.0,1.0,4.0,1,4.0,4.0,2.0,11.0,2.0,1.0,1,1.0,12.0,5.0,6.0,2.0,8.0,17.0,12.0,3.0,10.0,13.0,6.0,8.0,11.0,33.0,39.0,10.0,6.0,7.0,8.0,9.0,14.0,21,19,19.0,10,13,8.0,8,9.0,13.0,4.0,13.0,6.0,22,29.0,27,39.0,31.0,34.0,22.0,-999,31.0,35,51.0,29,7.0,3.0,1.0,2.0,1.0,10.0,15,16.0,25.0
2019-01-04-01,2,1.0,5,5.0,6.0,9.0,1.0,3.0,2,1.0,4.0,3.0,13.0,4.0,5.0,2,5.0,9.0,5.0,6.0,2.0,5.0,13.0,13.0,10.0,12.0,16.0,12.0,14.0,10.0,36.0,35.0,10.0,13.0,5.0,14.0,8.0,16.0,22,24,23.0,8,8,7.0,8,11.0,10.0,4.0,9.0,5.0,19,31.0,26,35.0,30.0,38.0,17.0,24,33.0,31,45.0,23,8.0,1.0,3.0,5.0,1.0,13.0,19,12.0,25.0
2019-01-04-02,1,1.0,6,1.0,6.0,4.0,2.0,2.0,3,1.0,1.0,6.0,1.0,4.0,1.0,1,1.0,16.0,20.0,6.0,1.0,2.0,13.0,23.0,10.0,19.0,18.0,13.0,15.0,10.0,35.0,28.0,10.0,18.0,7.0,13.0,5.0,18.0,23,24,21.0,6,6,7.0,10,15.0,4.0,1.0,7.0,8.0,30,45.0,26,35.0,34.0,34.0,17.0,18,40.0,26,46.0,23,7.0,1.0,1.0,5.0,1.0,10.0,17,12.0,22.0
2019-01-04-03,1,1.0,5,1.0,5.0,2.0,3.0,4.0,2,2.0,1.0,4.0,1.0,4.0,3.0,2,2.0,9.0,19.0,2.0,2.0,6.0,15.0,30.0,16.0,25.0,29.0,25.0,15.0,4.0,35.0,21.0,11.0,15.0,7.0,11.0,7.0,20.0,24,36,19.0,12,6,8.0,14,32.0,9.0,4.0,10.0,11.0,16,27.0,24,34.0,32.0,30.0,19.0,15,32.0,33,33.0,23,8.0,1.0,1.0,6.0,1.0,6.0,17,14.0,16.0
2019-01-04-04,1,1.0,2,1.0,5.0,3.0,3.0,5.0,1,2.0,1.0,2.0,1.0,3.0,1.0,2,1.0,15.0,19.0,6.0,2.0,5.0,13.0,31.0,18.0,27.0,30.0,24.0,21.0,4.0,31.0,18.0,9.0,11.0,5.0,12.0,7.0,18.0,24,35,19.0,16,6,14.0,27,39.0,5.0,2.0,6.0,14.0,22,35.0,27,34.0,42.0,24.0,19.0,16,32.0,35,33.0,20,6.0,1.0,2.0,6.0,1.0,3.0,15,16.0,15.0
2019-01-04-05,2,1.0,3,1.0,6.0,1.0,3.0,4.0,1,2.0,1.0,3.0,1.0,2.0,4.0,9,1.0,18.0,4.0,4.0,2.0,6.0,7.0,29.0,22.0,27.0,31.0,32.0,26.0,10.0,25.0,20.0,11.0,10.0,9.0,12.0,9.0,23.0,17,31,21.0,16,35,21.0,24,44.0,10.0,9.0,15.0,15.0,17,31.0,27,38.0,40.0,28.0,21.0,23,37.0,34,25.0,18,4.0,3.0,6.0,3.0,1.0,4.0,9,18.0,13.0
2019-01-04-06,5,4.0,4,1.0,6.0,1.0,5.0,1.0,1,2.0,11.0,1.0,3.0,2.0,7.0,8,1.0,23.0,1.0,2.0,3.0,4.0,8.0,28.0,16.0,34.0,34.0,36.0,27.0,16.0,23.0,25.0,10.0,13.0,5.0,8.0,12.0,28.0,6,14,23.0,15,15,17.0,26,35.0,9.0,9.0,12.0,16.0,13,28.0,30,43.0,43.0,28.0,17.0,28,34.0,41,25.0,14,5.0,5.0,4.0,3.0,1.0,4.0,8,17.0,13.0
2019-01-04-07,11,4.0,2,1.0,13.0,5.0,7.0,1.0,2,2.0,8.0,5.0,6.0,4.0,4.0,7,6.0,21.0,2.0,10.0,5.0,3.0,10.0,29.0,14.0,36.0,40.0,40.0,29.0,22.0,25.0,29.0,9.0,16.0,6.0,12.0,12.0,24.0,4,11,21.0,16,22,13.0,26,35.0,14.0,19.0,15.0,20.0,17,63.0,32,44.0,48.0,33.0,18.0,34,57.0,47,26.0,18,5.0,4.0,4.0,3.0,4.0,5.0,8,16.0,15.0
2019-01-04-08,14,6.0,5,1.0,13.0,4.0,3.0,4.0,2,2.0,9.0,6.0,9.0,3.0,4.0,4,10.0,22.0,8.0,10.0,11.0,4.0,16.0,38.0,14.0,44.0,40.0,36.0,44.0,22.0,24.0,29.0,14.0,18.0,6.0,20.0,18.0,22.0,9,20,28.0,25,22,23.0,25,40.0,20.0,28.0,22.0,28.0,22,82.0,42,49.0,47.0,38.0,25.0,42,60.0,56,35.0,23,5.0,1.0,12.0,5.0,3.0,10.0,8,14.0,15.0
2019-01-04-09,5,8.0,9,11.0,8.0,4.0,1.0,6.0,2,1.0,1.0,7.0,11.0,4.0,4.0,7,12.0,27.0,11.0,12.0,6.0,2.0,20.0,45.0,20.0,40.0,42.0,35.0,53.0,28.0,23.0,27.0,19.0,24.0,10.0,33.0,31.0,27.0,27,26,44.0,-999,23,29.0,34,45.0,32.0,30.0,37.0,35.0,35,59.0,54,54.0,61.0,41.0,40.0,51,59.0,59,28.0,-999,7.0,4.0,12.0,7.0,6.0,13.0,-999,13.0,14.0
2019-01-04-10,1,6.0,14,12.0,15.0,5.0,3.0,11.0,5,3.0,10.0,14.0,12.0,5.0,11.0,9,14.0,26.0,9.0,8.0,2.0,10.0,28.0,42.0,17.0,47.0,44.0,36.0,56.0,36.0,30.0,32.0,13.0,27.0,23.0,42.0,42.0,34.0,-999,-999,37.0,32,25,26.0,35,49.0,33.0,36.0,41.0,35.0,25,94.0,65,49.0,51.0,54.0,28.0,53,45.0,43,31.0,-999,8.0,4.0,1.0,9.0,6.0,14.0,21,18.0,7.0
2019-01-04-11,-999,2.0,13,4.0,15.0,8.0,3.0,10.0,-999,11.0,7.0,11.0,11.0,7.0,13.0,-999,13.0,17.0,16.0,21.0,1.0,13.0,29.0,52.0,11.0,35.0,37.0,33.0,72.0,44.0,30.0,36.0,9.0,25.0,33.0,44.0,39.0,42.0,35,21,41.0,33,-999,30.0,38,51.0,39.0,30.0,46.0,37.0,-999,59.0,-999,47.0,61.0,73.0,24.0,43,36.0,34,35.0,-999,9.0,3.0,1.0,7.0,1.0,12.0,17,19.0,4.0
2019-01-04-12,1,1.0,7,4.0,15.0,12.0,9.0,7.0,34,21.0,3.0,8.0,1.0,52.0,14.0,19,17.0,13.0,18.0,27.0,3.0,19.0,31.0,67.0,24.0,40.0,36.0,37.0,80.0,50.0,31.0,32.0,11.0,21.0,44.0,34.0,29.0,47.0,45,29,39.0,29,37,31.0,35,38.0,45.0,37.0,33.0,42.0,36,50.0,59,48.0,26.0,76.0,42.0,-999,35.0,30,35.0,-999,9.0,8.0,7.0,4.0,1.0,7.0,15,18.0,7.0
2019-01-04-13,1,4.0,11,14.0,26.0,26.0,25.0,16.0,32,26.0,9.0,6.0,6.0,33.0,12.0,30,14.0,17.0,25.0,34.0,22.0,22.0,41.0,50.0,29.0,42.0,43.0,49.0,51.0,60.0,40.0,29.0,14.0,16.0,37.0,21.0,17.0,34.0,55,47,47.0,33,30,31.0,32,32.0,42.0,30.0,28.0,38.0,13,26.0,47,45.0,20.0,63.0,38.0,-999,33.0,30,33.0,49,7.0,7.0,8.0,4.0,1.0,4.0,16,21.0,10.0
2019-01-04-14,-999,20.0,-999,28.0,32.0,33.0,26.0,20.0,22,18.0,19.0,18.0,21.0,43.0,23.0,21,11.0,18.0,17.0,32.0,21.0,11.0,49.0,28.0,51.0,51.0,50.0,52.0,26.0,52.0,57.0,36.0,19.0,13.0,23.0,15.0,11.0,23.0,46,49,41.0,29,-999,33.0,-999,24.0,36.0,28.0,19.0,32.0,31,25.0,32,46.0,23.0,39.0,26.0,-999,23.0,-999,44.0,45,8.0,3.0,8.0,5.0,1.0,3.0,20,22.0,12.0
2019-01-04-15,20,30.0,28,33.0,28.0,26.0,19.0,23.0,15,12.0,32.0,29.0,30.0,29.0,25.0,23,9.0,18.0,13.0,29.0,21.0,10.0,52.0,21.0,51.0,47.0,42.0,46.0,25.0,45.0,65.0,58.0,23.0,15.0,21.0,16.0,11.0,20.0,29,61,36.0,32,27,35.0,35,30.0,23.0,21.0,19.0,30.0,38,23.0,26,45.0,25.0,28.0,30.0,21,23.0,-999,55.0,45,7.0,5.0,6.0,5.0,1.0,3.0,24,17.0,11.0
2019-01-04-16,22,24.0,29,26.0,26.0,30.0,21.0,22.0,13,12.0,23.0,28.0,31.0,26.0,25.0,12,9.0,23.0,27.0,20.0,19.0,12.0,51.0,14.0,48.0,40.0,30.0,30.0,24.0,28.0,62.0,72.0,36.0,17.0,25.0,20.0,11.0,17.0,12,67,36.0,33,25,33.0,32,30.0,27.0,23.0,19.0,25.0,35,34.0,22,45.0,19.0,30.0,29.0,21,28.0,30,55.0,41,7.0,7.0,9.0,8.0,1.0,7.0,24,14.0,6.0
2019-01-04-17,19,22.0,26,23.0,27.0,35.0,15.0,18.0,6,16.0,14.0,25.0,17.0,25.0,19.0,26,6.0,26.0,29.0,16.0,5.0,17.0,36.0,12.0,29.0,28.0,25.0,27.0,26.0,28.0,56.0,74.0,51.0,19.0,24.0,19.0,13.0,17.0,4,64,29.0,35,32,28.0,35,47.0,30.0,30.0,20.0,23.0,13,33.0,31,47.0,16.0,30.0,27.0,28,27.0,26,42.0,47,8.0,10.0,9.0,10.0,1.0,7.0,17,16.0,6.0
2019-01-04-18,23,25.0,22,18.0,24.0,29.0,14.0,17.0,4,21.0,9.0,20.0,16.0,30.0,20.0,23,11.0,21.0,32.0,24.0,5.0,24.0,26.0,13.0,26.0,24.0,25.0,22.0,24.0,28.0,42.0,78.0,62.0,19.0,22.0,20.0,13.0,21.0,3,60,36.0,40,40,22.0,35,47.0,48.0,32.0,27.0,23.0,13,33.0,36,44.0,29.0,39.0,21.0,24,34.0,31,42.0,52,11.0,13.0,6.0,11.0,5.0,7.0,16,17.0,8.0
2019-01-04-19,23,23.0,23,15.0,30.0,28.0,20.0,23.0,8,21.0,22.0,23.0,16.0,33.0,28.0,27,11.0,22.0,11.0,20.0,6.0,21.0,15.0,14.0,24.0,23.0,27.0,18.0,23.0,34.0,37.0,78.0,67.0,19.0,23.0,27.0,19.0,23.0,3,57,47.0,40,43,23.0,44,37.0,55.0,36.0,30.0,27.0,21,38.0,34,37.0,34.0,43.0,28.0,30,37.0,35,37.0,50,9.0,11.0,9.0,11.0,7.0,6.0,19,19.0,5.0
2019-01-04-20,23,25.0,21,17.0,36.0,30.0,23.0,26.0,11,19.0,24.0,21.0,22.0,40.0,31.0,20,17.0,30.0,20.0,20.0,3.0,14.0,30.0,13.0,21.0,28.0,20.0,21.0,25.0,34.0,42.0,82.0,71.0,25.0,24.0,32.0,19.0,24.0,3,40,56.0,48,44,23.0,52,53.0,65.0,36.0,41.0,28.0,24,45.0,32,38.0,31.0,48.0,40.0,32,37.0,37,39.0,41,9.0,10.0,12.0,11.0,1.0,7.0,18,18.0,7.0
2019-01-04-21,23,31.0,19,21.0,37.0,33.0,27.0,30.0,13,21.0,28.0,31.0,31.0,43.0,30.0,20,11.0,35.0,14.0,13.0,14.0,19.0,44.0,13.0,29.0,25.0,21.0,25.0,25.0,33.0,44.0,90.0,71.0,25.0,27.0,34.0,25.0,26.0,15,16,62.0,55,39,26.0,56,53.0,59.0,40.0,44.0,30.0,26,45.0,34,38.0,41.0,46.0,42.0,41,51.0,44,34.0,40,12.0,11.0,9.0,11.0,1.0,7.0,15,19.0,11.0
2019-01-04-22,25,33.0,19,24.0,41.0,41.0,31.0,32.0,10,23.0,18.0,42.0,31.0,46.0,34.0,26,16.0,24.0,19.0,14.0,19.0,20.0,61.0,24.0,26.0,27.0,13.0,29.0,26.0,30.0,43.0,92.0,72.0,19.0,24.0,40.0,31.0,29.0,22,-999,56.0,61,55,28.0,64,49.0,64.0,43.0,58.0,37.0,26,59.0,41,41.0,46.0,44.0,41.0,44,49.0,45,42.0,37,8.0,10.0,5.0,10.0,3.0,5.0,12,20.0,12.0
2019-01-04-23,25,34.0,19,30.0,45.0,41.0,31.0,29.0,6,17.0,24.0,45.0,32.0,38.0,29.0,30,22.0,25.0,16.0,19.0,32.0,23.0,49.0,30.0,31.0,27.0,20.0,31.0,29.0,30.0,48.0,89.0,67.0,16.0,26.0,38.0,29.0,32.0,18,-999,59.0,71,56,26.0,55,65.0,51.0,53.0,49.0,36.0,35,58.0,40,46.0,50.0,43.0,47.0,54,54.0,43,43.0,39,10.0,10.0,3.0,7.0,5.0,5.0,18,15.0,14.0
2019-01-05-00,25.0,34.0,18.0,29.0,47.0,38.0,27.0,30.0,8.0,17.0,12.0,38.0,25.0,41,33.0,29.0,22.0,26.0,19.0,15.0,28.0,12.0,38,29.0,19.0,29.0,26.0,22.0,29.0,31.0,57.0,86.0,59.0,16.0,33.0,30.0,29.0,36.0,13.0,25.0,51.0,68.0,76.0,28.0,63.0,71.0,54.0,57.0,53.0,27.0,25.0,46.0,40.0,47.0,53.0,44.0,48.0,48.0,48.0,62.0,43.0,23.0,8.0,10.0,1.0,4.0,3.0,5.0,18.0,11.0,19.0
2019-01-05-01,22.0,34.0,15.0,30.0,47.0,38.0,22.0,26.0,8.0,21.0,15.0,30.0,29.0,41,28.0,20.0,17.0,26.0,26.0,17.0,17.0,16.0,28,29.0,26.0,25.0,41.0,26.0,32.0,32.0,47.0,82.0,57.0,14.0,30.0,31.0,30.0,35.0,4.0,35.0,37.0,67.0,66.0,28.0,55.0,71.0,53.0,56.0,58.0,27.0,20.0,56.0,40.0,46.0,43.0,43.0,54.0,52.0,57.0,46.0,36.0,26.0,13.0,10.0,3.0,3.0,1.0,6.0,19.0,11.0,24.0
2019-01-05-02,24.0,35.0,15.0,35.0,47.0,36.0,23.0,24.0,7.0,17.0,18.0,24.0,25.0,38,28.0,12.0,8.0,30.0,14.0,13.0,1.0,12.0,45,26.0,18.0,31.0,43.0,27.0,42.0,34.0,33.0,75.0,55.0,12.0,22.0,33.0,33.0,32.0,3.0,32.0,37.0,52.0,61.0,31.0,54.0,70.0,55.0,49.0,57.0,33.0,33.0,55.0,48.0,43.0,36.0,43.0,41.0,52.0,46.0,39.0,37.0,23.0,11.0,10.0,10.0,3.0,1.0,4.0,23.0,14.0,23.0
2019-01-05-03,15.0,35.0,18.0,35.0,47.0,34.0,27.0,26.0,5.0,16.0,28.0,29.0,27.0,42,26.0,16.0,9.0,42.0,22.0,12.0,1.0,17.0,43,24.0,19.0,30.0,39.0,37.0,42.0,30.0,36.0,75.0,54.0,14.0,19.0,34.0,32.0,30.0,7.0,31.0,41.0,43.0,48.0,40.0,37.0,59.0,53.0,52.0,59.0,37.0,30.0,54.0,50.0,42.0,37.0,36.0,32.0,58.0,53.0,37.0,29.0,25.0,10.0,7.0,8.0,3.0,4.0,6.0,26.0,21.0,22.0
2019-01-05-04,17.0,39.0,20.0,35.0,47.0,39.0,27.0,29.0,5.0,16.0,27.0,23.0,25.0,44,34.0,17.0,20.0,36.0,13.0,14.0,1.0,12.0,43,23.0,24.0,35.0,33.0,34.0,41.0,24.0,38.0,74.0,53.0,18.0,18.0,34.0,30.0,29.0,9.0,27.0,43.0,39.0,44.0,45.0,37.0,53.0,52.0,56.0,59.0,42.0,23.0,49.0,43.0,43.0,38.0,38.0,22.0,49.0,54.0,38.0,34.0,17.0,9.0,5.0,7.0,3.0,1.0,3.0,33.0,18.0,18.0
2019-01-05-05,16.0,35.0,22.0,32.0,47.0,43.0,25.0,30.0,4.0,21.0,20.0,26.0,27.0,32,28.0,25.0,22.0,35.0,21.0,21.0,1.0,11.0,43,22.0,32.0,33.0,34.0,26.0,41.0,28.0,33.0,58.0,49.0,18.0,17.0,34.0,30.0,28.0,12.0,26.0,39.0,33.0,38.0,38.0,36.0,48.0,47.0,63.0,65.0,39.0,25.0,45.0,35.0,40.0,35.0,33.0,26.0,33.0,45.0,42.0,21.0,21.0,7.0,4.0,8.0,4.0,1.0,3.0,30.0,16.0,13.0
2019-01-05-06,12.0,26.0,15.0,30.0,45.0,43.0,27.0,29.0,2.0,26.0,17.0,21.0,25.0,34,29.0,25.0,28.0,30.0,14.0,15.0,2.0,13.0,43,19.0,31.0,41.0,31.0,26.0,42.0,26.0,32.0,38.0,43.0,16.0,17.0,35.0,31.0,26.0,10.0,21.0,53.0,31.0,23.0,31.0,44.0,42.0,44.0,57.0,70.0,38.0,24.0,43.0,27.0,38.0,28.0,36.0,22.0,26.0,46.0,44.0,30.0,20.0,11.0,3.0,8.0,7.0,3.0,4.0,23.0,17.0,9.0
